,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,song_and_artist
503,breaking the habit,Linkin Park,6n8TMVyFKoUmDc4apxceRD,0.579,0.8490000000000001,4,-5.218,0,0.0303,0.10800000000000001,0.0,0.0909,0.581,100.021,196907,Breaking the Habit - Linkin Park
504,levels - original version,Avicii,6Xe9wT5xeZETPwtaP2ynUz,0.602,0.8340000000000001,1,-6.5729999999999995,0,0.0358,0.0297,0.887,0.34,0.353,125.99,338867,Levels - Original Version - Avicii
505,patience,Guns N' Roses,1OEoNpiyqBghuEUaT6Je6U,0.457,0.297,6,-12.511,1,0.0306,0.6859999999999999,0.00010700000000000001,0.109,0.33299999999999996,120.021,354880,Patience - Guns N' Roses
506,lost,Anouk,3DDeQ8TedL00TiIV5NmFrn,0.518,0.254,7,-10.377,1,0.0281,0.222,0.000858,0.136,0.136,89.911,222400,Lost - Anouk
507,foto van vroeger,Rob De Nijs,2WIBgSc2K8bvTrc8SuEkOA,0.45399999999999996,0.483,9,-9.669,1,0.033,0.635,0.0,0.212,0.165,89.13,279253,Foto Van Vroeger - Rob De Nijs
508,memories remix (feat. nipsey hussle & yg),Maroon 5,3p4WMekidOIiyf8SFvfrIC,0.807,0.396,11,-7.415,1,0.0545,0.855,0.0,0.0805,0.7,91.15899999999999,189486,Memories Remix (feat. Nipsey Hussle & YG) - Maroon 5
509,chan chan,Buena Vista Social Club,5sbw5zIz9ck2pOEDXUR0QU,0.396,0.496,2,-11.728,0,0.0356,0.833,0.00534,0.0996,0.679,165.64700000000002,256653,Chan Chan - Buena Vista Social Club
510,i walk the line,Johnny Cash,7hxZF4jETnE5Q75rKQnMjE,0.713,0.258,9,-14.59,1,0.0384,0.877,0.00606,0.0967,0.56,98.805,176533,I Walk the Line - Johnny Cash
511,the trooper - 2015 remaster,Iron Maiden,1Ab3hhOw1TJWDgO10vlxNZ,0.285,0.9079999999999999,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,252733,The Trooper - 2015 Remaster - Iron Maiden
512,dochters,Marco Borsato,2y3lznWjrmXHD8rXEcfEhT,0.644,0.523,7,-9.787,1,0.0304,0.568,0.0,0.111,0.358,127.941,270467,Dochters - Marco Borsato
513,het werd zomer,Rob De Nijs,7J7fNdedcP2urV48omGkHu,0.35200000000000004,0.532,2,-9.924,1,0.0362,0.284,0.0,0.17800000000000002,0.4,136.013,247815,Het Werd Zomer - Rob De Nijs
514,toen ik je zag - single version,Hero,0PynPGqWuKWpxoAKZvRA0t,0.38,0.195,5,-13.698,1,0.0327,0.705,4.26e-06,0.301,0.133,102.891,205093,Toen Ik Je Zag - Single Version - Hero
515,belle hélène,Doe Maar,46LNQvIkDX7hs0M466DD6h,0.737,0.555,2,-10.423,0,0.0376,0.11199999999999999,0.00022999999999999998,0.0755,0.976,137.912,169613,Belle Hélène - Doe Maar
516,amigo,Chef'Special,34kDTlRxUf9e2UDOnii0J5,0.518,0.9209999999999999,6,-4.06,1,0.0628,0.012,5.98e-06,0.312,0.626,145.004,182175,Amigo - Chef'Special
517,crazy little thing called love - remastered 2011,Queen,35ItUJlMtjOQW3SSiTCrrw,0.599,0.762,0,-6.8870000000000005,1,0.0423,0.7140000000000001,4.43e-06,0.35,0.715,76.961,163373,Crazy Little Thing Called Love - Remastered 2011 - Queen
518,starlight,Michael Jackson,4WGwTL5HIiaw5OIFnwgCR9,0.701,0.8370000000000001,11,-5.614,1,0.0384,0.12300000000000001,2.08e-05,0.0884,0.636,117.448,303773,Starlight - Michael Jackson
519,conquest of paradise,Vangelis,5avVpUakfMHD6qGpaH26CF,0.43,0.295,2,-14.255,1,0.0283,0.698,0.569,0.226,0.159,74.014,278200,Conquest of Paradise - Vangelis
520,lullaby - 2010 remaster,The Cure,4d4oXk7O2lEhZ83ivV93li,0.718,0.557,9,-10.679,1,0.0328,0.185,0.7070000000000001,0.055,0.586,94.095,249880,Lullaby - 2010 Remaster - The Cure
521,rosanna,TOTO,37BTh5g05cxBIRYMbw8g2T,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.7390000000000001,80.64699999999999,331200,Rosanna - TOTO
522,wake me up when september ends,Green Day,3ZffCQKLFLUvYM59XKLbVm,0.546,0.8140000000000001,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,285653,Wake Me up When September Ends - Green Day
523,voulez-vous,ABBA,17OqI90oTFZ3J8PVu6j07V,0.708,0.774,11,-6.931,0,0.0372,0.149,0.00109,0.16899999999999998,0.903,126.63600000000001,309173,Voulez-Vous - ABBA
524,joan of arc (maid of orleans),Orchestral Manoeuvres In The Dark,2RKRJ63BU2LCB1G30dAa6P,0.522,0.5329999999999999,8,-14.142000000000001,1,0.0342,0.0724,0.69,0.0456,0.348,109.649,252307,Joan Of Arc (Maid Of Orleans) - Orchestral Manoeuvres In The Dark
525,"folsom prison blues - live at folsom state prison, folsom, ca - january 1968",Johnny Cash,2fDHuS1PTkHBbCWWZF1ph9,0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,162653,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968 - Johnny Cash"
526,nao 't zuuje,Lex Uiting,3BUgjvAv6dbJQcAlkXEHot,0.255,0.525,7,-5.996,1,0.0365,0.392,0.0,0.0457,0.451,189.981,212526,Nao 't Zuuje - Lex Uiting
527,a horse with no name,America,54eZmuggBFJbV7k248bTTt,0.654,0.506,11,-17.18,0,0.0535,0.6859999999999999,0.0155,0.155,0.831,123.179,252240,A Horse with No Name - America
528,halt mich,Herbert Grönemeyer,5zuWCYgg7PbIB1ytoaSbLP,0.294,0.442,9,-7.127000000000001,1,0.032,0.7879999999999999,0.00472,0.0845,0.158,104.40899999999999,207480,Halt mich - Herbert Grönemeyer
529,strong,London Grammar,0QMK2WVjKy3iKdqajgDB1P,0.57,0.397,10,-11.091,1,0.0322,0.737,3.54e-05,0.08199999999999999,0.297,78.013,265613,Strong - London Grammar
530,i feel love,Donna Summer,1vCBk33l9HaWp5FOnhSGxk,0.674,0.711,0,-15.581,1,0.0423,0.031,0.691,0.0925,0.961,126.696,355173,I Feel Love - Donna Summer
531,where did you sleep last night,Nirvana,551qy5vUgrUfEUc4dCNfht,0.573,0.59,3,-8.43,1,0.0557,0.667,0.000397,0.691,0.364,108.789,306067,Where Did You Sleep Last Night - Nirvana
532,binnen zonder kloppen,De Dijk,0Xo3PyWgl91F1H4T6Op0AL,0.728,0.555,5,-10.33,1,0.037000000000000005,0.187,0.000173,0.10099999999999999,0.557,117.46,285440,Binnen Zonder Kloppen - De Dijk
533,rockin' in the free world,Neil Young,4HG3iDrInYahNl3UX0BKCx,0.38299999999999995,0.649,2,-10.974,0,0.0497,0.769,0.81,0.9420000000000001,0.37,130.131,320400,Rockin' In The Free World - Neil Young
534,ze huilt maar ze lacht,Maan,0JWaEkQmU8oaSukOBCbrJC,0.56,0.36,8,-13.116,1,0.0336,0.853,9.92e-06,0.11199999999999999,0.17800000000000002,78.08,186618,Ze Huilt Maar Ze Lacht - Maan
535,het het nog nooit zo donker west,Ede Staal,2b5Xs4Di9YOx4xHgfk07J2,0.62,0.20600000000000002,3,-20.42,1,0.0315,0.58,0.0,0.08900000000000001,0.423,98.105,274267,Het het nog nooit zo donker west - Ede Staal
536,i bet you look good on the dancefloor,Arctic Monkeys,29EkMZmUNz1WsuzaMtVo1i,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.18299999999999,173680,I Bet You Look Good On The Dancefloor - Arctic Monkeys
537,american pie,Don McLean,1fDsrQ23eTAVFElUMaf38X,0.531,0.48100000000000004,4,-11.709000000000001,0,0.06,0.6990000000000001,0.0,0.0842,0.491,138.45,516893,American Pie - Don McLean
538,champagne supernova,Oasis,6EMynpZ10GVcwVqiLZj6Ye,0.303,0.853,2,-2.26,1,0.0366,0.223,0.00159,0.361,0.11900000000000001,150.381,450507,Champagne Supernova - Oasis
539,love will tear us apart - 2020 remaster,Joy Division,34iOH7LY3vme5rQxsVILZ4,0.527,0.9229999999999999,2,-7.457999999999999,1,0.0379,0.000541,0.765,0.127,0.899,146.924,208453,Love Will Tear Us Apart - 2020 Remaster - Joy Division
540,what's going on,Marvin Gaye,3Um9toULmYFGCpvaIPFw7l,0.28300000000000003,0.716,1,-9.632,0,0.0986,0.447,0.0,0.39899999999999997,0.828,201.96,233000,What's Going On - Marvin Gaye
541,total eclipse of the heart,Bonnie Tyler,7wuJGgpTNzbUyn26IOY6rj,0.431,0.723,8,-5.8870000000000005,1,0.0568,0.145,0.0,0.374,0.19,130.141,267360,Total Eclipse of the Heart - Bonnie Tyler
542,all of me,John Legend,3U4isOIWM3VvDubwSI3y7a,0.42200000000000004,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,All of Me - John Legend
543,tiny dancer,Elton John,2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,0,-11.097000000000001,1,0.0278,0.382,0.00024300000000000002,0.14800000000000002,0.282,145.075,377093,Tiny Dancer - Elton John
544,the cave,Mumford & Sons,3vUn7FE3ZaQgJmkhIrIirF,0.594,0.51,4,-9.621,1,0.0383,0.047,7.269999999999999e-05,0.0959,0.368,141.97899999999998,217984,The Cave - Mumford & Sons
545,kom terug,Spinvis,4ovxUTMs3Mi7ntZS2tJojk,0.501,0.725,5,-5.6370000000000005,1,0.0257,0.0149,0.000492,0.204,0.233,97.001,230827,Kom Terug - Spinvis
546,l.a. woman,The Doors,6DmfWj5kOa1fX8AwN9byOn,0.354,0.731,2,-9.177999999999999,1,0.0382,0.0812,0.00124,0.115,0.6970000000000001,170.63299999999998,471160,L.A. Woman - The Doors
547,without me,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,0.9079999999999999,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,Without Me - Eminem
548,psycho killer - 2005 remaster,Talking Heads,1i6N76fftMZhijOzFQ5ZtL,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.9420000000000001,123.118,261413,Psycho Killer - 2005 Remaster - Talking Heads
549,tribute,Tenacious D,6crBy2sODw2HS53xquM6us,0.365,0.767,9,-6.185,0,0.0681,0.18100000000000002,0.0008560000000000001,0.0942,0.42200000000000004,94.17399999999999,248053,Tribute - Tenacious D
550,never tear us apart,INXS,1qQSRy9DjrGh3jtsSCU6B1,0.665,0.6859999999999999,0,-5.849,1,0.0268,0.0518,0.000176,0.174,0.275,96.848,185694,Never Tear Us Apart - INXS
551,the power of love,Frankie Goes To Hollywood,1GbyYL0B0Mjn3kSbrEwKKI,0.46,0.162,5,-17.142,0,0.0335,0.376,1.25e-05,0.18100000000000002,0.102,122.76700000000001,332507,The Power Of Love - Frankie Goes To Hollywood
552,time to say goodbye,Sarah Brightman,3VAICuY2ax2yCLT7EhNeZE,0.237,0.47600000000000003,7,-6.96,1,0.0326,0.8759999999999999,0.00217,0.0962,0.391,105.54,245627,Time To Say Goodbye - Sarah Brightman
553,message in a bottle,The Police,1oYYd2gnWZYrt89EBXdFiO,0.5770000000000001,0.8079999999999999,1,-7.04,0,0.039,0.0338,1.3300000000000001e-05,0.221,0.8690000000000001,151.00799999999998,290280,Message In A Bottle - The Police
554,can i play with madness - 2015 remaster,Iron Maiden,1zKbiwjKDewjVQlb1nHFRd,0.313,0.981,2,-3.491,1,0.0981,0.0891,0.0,0.264,0.631,140.56,211253,Can I Play with Madness - 2015 Remaster - Iron Maiden
555,leningrad,Billy Joel,5P9EZpsQy7pBrxosDozOgZ,0.508,0.52,2,-6.32,1,0.0273,0.38,5.91e-06,0.11699999999999999,0.233,138.782,242707,Leningrad - Billy Joel
556,dreamer,Supertramp,5z4ljpMLi1LTF8UG9P53fH,0.664,0.414,5,-14.113,1,0.0675,0.8640000000000001,0.0367,0.0813,0.831,147.88299999999998,213236,Dreamer - Supertramp
557,bloedend hart,De Dijk,21UjnG4SVJlOO4WDrUBaTJ,0.6409999999999999,0.64,11,-6.432,0,0.0538,0.336,1.87e-06,0.0973,0.67,114.991,226693,Bloedend Hart - De Dijk
558,unfinished sympathy,Massive Attack,28jaG0nLqlijtHGQzZqGWK,0.595,0.715,7,-12.392999999999999,1,0.0303,0.025,0.182,0.192,0.7090000000000001,114.40799999999999,316160,Unfinished Sympathy - Massive Attack
559,changes,2Pac,1ofhfV90EnYhEr7Un2fWiv,0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.22399999999999998,0.331,111.113,268827,Changes - 2Pac
560,hammer to fall - remastered 2011,Queen,30U2ANWm8iFBRiYX3USS5H,0.429,0.789,9,-4.948,1,0.0905,0.317,3.4e-05,0.128,0.51,126.74600000000001,218320,Hammer To Fall - Remastered 2011 - Queen
561,limburg - live,Rowwen Hèze,65VVNuiRSu8ygJ8rwCOgfm,0.22899999999999998,0.934,2,-4.909,1,0.17,0.29100000000000004,3.14e-06,0.932,0.285,156.719,403067,Limburg - Live - Rowwen Hèze
562,penny lane,The Beatles,1sjmKmR4u9xDeJHjDCn2bZ,0.633,0.385,9,-9.967,1,0.0358,0.41100000000000003,8.72e-05,0.095,0.647,113.956,182053,Penny Lane - The Beatles
563,jump,Van Halen,6Fba9RZtC6vTY814JToDtP,0.542,0.8220000000000001,0,-7.2010000000000005,1,0.0291,0.0745,0.009470000000000001,0.0645,0.772,130.011,239560,Jump - Van Halen
564,you'll be in my heart,Phil Collins,4Y8vb1uy9IjM2V1hqvrAid,0.568,0.748,8,-6.54,1,0.0299,0.0626,2.18e-06,0.0947,0.623,96.59,256733,You'll Be In My Heart - Phil Collins
565,alors on danse - radio edit,Stromae,2GYHyAoLWpkxLVa4oYTVko,0.7909999999999999,0.59,1,-9.206,0,0.0793,0.0994,0.00203,0.065,0.7140000000000001,119.95100000000001,206067,Alors on danse - Radio Edit - Stromae
566,whatever you want,Status Quo,2PkOmx1S4XOwPU1Pgyaoig,0.552,0.5489999999999999,2,-11.395999999999999,1,0.0447,0.853,0.00465,0.183,0.42,122.52799999999999,242000,Whatever You Want - Status Quo
567,"mrs. robinson - from ""the graduate"" soundtrack",Simon & Garfunkel,0iOZM63lendWRTTeKhZBSC,0.606,0.457,6,-14.035,0,0.0497,0.713,2.5300000000000002e-05,0.0747,0.813,92.03299999999999,244027,"Mrs. Robinson - From ""The Graduate"" Soundtrack - Simon & Garfunkel"
568,cowboys and angels,George Michael,7AfzZ0JxDreChBbtXT5SuO,0.5770000000000001,0.512,10,-13.032,0,0.0287,0.0417,6.54e-05,0.127,0.285,128.08700000000002,434867,Cowboys and Angels - George Michael
569,i see fire,Ed Sheeran,1fu5IQSRgPxJL2OTP7FVLW,0.633,0.0519,10,-21.107,0,0.0365,0.562,0.0,0.09699999999999999,0.204,76.03399999999999,300747,I See Fire - Ed Sheeran
570,guaranteed,Eddie Vedder,4LGF2tDg3878bs0mQPByZ4,0.436,0.4,7,-11.485,1,0.0272,0.904,0.00105,0.125,0.35100000000000003,100.734,164500,Guaranteed - Eddie Vedder
571,the final countdown,Europe,3MrRksHupTVEQ7YbA0FsZK,0.529,0.843,6,-6.9079999999999995,0,0.0616,0.0628,0.0008269999999999999,0.0608,0.188,117.662,310333,The Final Countdown - Europe
572,tonight (with david bowie) - live,Tina Turner,1RKreBdhKUXDXTZWY9Mu7v,0.593,0.722,4,-12.515999999999998,1,0.0465,0.195,0.00108,0.9329999999999999,0.7190000000000001,101.539,255000,Tonight (With David Bowie) - Live - Tina Turner
573,hey brother,Avicii,4lhqb6JvbHId48OUJGwymk,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.6399999999999996e-05,0.0828,0.45799999999999996,125.014,255093,Hey Brother - Avicii
574,happier than ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,0.332,0.225,0,-8.697000000000001,1,0.0348,0.767,0.00349,0.128,0.297,81.055,298899,Happier Than Ever - Billie Eilish
575,a different corner,George Michael,6khoye7kysa6cLGY0AO9dO,0.263,0.28600000000000003,6,-10.34,1,0.0335,0.857,0.00898,0.105,0.151,99.001,243533,A Different Corner - George Michael
576,river deep - mountain high,Ike & Tina Turner,44BmNSqH9uZV5OfIjGcER3,0.389,0.745,3,-6.997999999999999,1,0.0384,0.777,0.00159,0.14300000000000002,0.271,83.037,214880,River Deep - Mountain High - Ike & Tina Turner
577,life on mars? - 2015 remaster,David Bowie,3ZE3wv8V3w2T2f7nOCjV0N,0.445,0.384,10,-14.642000000000001,1,0.0417,0.635,7.74e-05,0.0539,0.21600000000000003,123.295,235987,Life on Mars? - 2015 Remaster - David Bowie
578,kiss from a rose,Seal,3YKptz29AsOlm7WAVnztBh,0.584,0.5329999999999999,10,-7.11,0,0.0305,0.684,0.0,0.306,0.22399999999999998,131.745,288427,Kiss from a Rose - Seal
579,nightswimming,R.E.M.,6G0NzOx2jEPFsSmhr9N8Ys,0.5660000000000001,0.385,7,-11.272,1,0.0304,0.7959999999999999,7.63e-06,0.10300000000000001,0.5710000000000001,114.227,258067,Nightswimming - R.E.M.
580,wonderful tonight,Eric Clapton,6zC0mpGYwbNTpk9SKwh08f,0.5720000000000001,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,225027,Wonderful Tonight - Eric Clapton
581,fantasy,"Earth, Wind & Fire",2GH5jo15wbTv1Ll7zXEzSg,0.608,0.745,4,-8.772,0,0.0857,0.32299999999999995,0.00428,0.135,0.614,88.941,277413,"Fantasy - Earth, Wind & Fire"
582,scar tissue,Red Hot Chili Peppers,1G391cbiT3v3Cywg8T7DM1,0.595,0.7170000000000001,0,-4.803,1,0.0295,0.0779,0.00274,0.10800000000000001,0.547,88.969,215907,Scar Tissue - Red Hot Chili Peppers
583,exit music (for a film),Radiohead,0z1o5L7HJx562xZSATcIpY,0.293,0.276,4,-11.357000000000001,0,0.0349,0.22399999999999998,0.122,0.16699999999999998,0.195,121.603,267187,Exit Music (For A Film) - Radiohead
584,golden,Harry Styles,45S5WTQEGOB1VHr1Q4FuPl,0.44799999999999995,0.838,4,-5.257000000000001,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,Golden - Harry Styles
585,numb / encore,JAY-Z,5sNESr6pQfIhL3krM8CtZn,0.687,0.7929999999999999,2,-4.254,1,0.166,0.0603,0.0,0.5820000000000001,0.7509999999999999,107.045,205733,Numb / Encore - JAY-Z
586,what a wonderful world,Louis Armstrong,29U7stRjqHU6rMiS8BfaI9,0.271,0.165,5,-20.651999999999997,1,0.0351,0.7290000000000001,1.6e-06,0.11800000000000001,0.203,77.082,139227,What A Wonderful World - Louis Armstrong
587,wild horses - 2009 mix,The Rolling Stones,52dm9op3rbfAkc1LGXgipW,0.43200000000000005,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,341773,Wild Horses - 2009 Mix - The Rolling Stones
588,wasted years - 2015 remaster,Iron Maiden,2V0T2LS0pf2r3EFpOEkZFO,0.314,0.9590000000000001,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.49200000000000005,154.221,309640,Wasted Years - 2015 Remaster - Iron Maiden
589,immigrant song - remaster,Led Zeppelin,78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.013000000000000001,0.16899999999999998,0.349,0.619,112.93700000000001,146250,Immigrant Song - Remaster - Led Zeppelin
590,somebody that i used to know,Gotye,4wCmqSrbyCgxEXROQE6vtV,0.8640000000000001,0.495,0,-7.0360000000000005,1,0.037000000000000005,0.591,0.000133,0.0992,0.72,129.062,244973,Somebody That I Used To Know - Gotye
591,the less i know the better,Tame Impala,6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.16699999999999998,0.785,116.87899999999999,216320,The Less I Know The Better - Tame Impala
592,little black submarines,The Black Keys,1PXsUXSM3LF2XNSkmIldPb,0.365,0.466,2,-7.513999999999999,1,0.0418,0.161,6.68e-06,0.106,0.48700000000000004,95.163,251267,Little Black Submarines - The Black Keys
593,thinking of a place,The War On Drugs,4Sd5tbNP4q8wS64abqwfkN,0.48100000000000004,0.632,11,-7.117000000000001,1,0.0333,0.385,0.0817,0.11599999999999999,0.156,103.323,670667,Thinking of a Place - The War On Drugs
594,otherside,Red Hot Chili Peppers,64BbK9SFKH2jk86U3dGj2P,0.45799999999999996,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373,Otherside - Red Hot Chili Peppers
595,let's dance - 2018 remaster,David Bowie,3ix6K4wZY29bCujrSznwFZ,0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,457676,Let's Dance - 2018 Remaster - David Bowie
596,(don't fear) the reaper,Blue Öyster Cult,5QTxFnGygVM4jFQiBovmRo,0.33299999999999996,0.927,9,-8.55,0,0.0733,0.0029,0.00020800000000000001,0.297,0.385,141.466,308120,(Don't Fear) The Reaper - Blue Öyster Cult
597,grijs,Jaap Reesema,64hayhfzodjwBrQcZ69SVp,0.555,0.32799999999999996,0,-10.356,1,0.0289,0.515,0.0,0.153,0.303,139.763,180773,Grijs - Jaap Reesema
598,she,Elvis Costello,31Tp5iKrVUayn65qhg06nE,0.33299999999999996,0.28,1,-12.87,1,0.032,0.42700000000000005,1.88e-06,0.13,0.276,130.876,187720,She - Elvis Costello
599,circle of life,Elton John,7em38Hh2sKwnZ1HDgxvg82,0.276,0.607,10,-8.089,1,0.0369,0.28300000000000003,0.44,0.107,0.157,160.45,290093,Circle Of Life - Elton John
600,happy new year,ABBA,4AsvGVDWs16fqIiIdDzyvX,0.51,0.375,9,-9.185,1,0.0288,0.813,0.0,0.145,0.25,132.55200000000002,263693,Happy New Year - ABBA
601,new year's day,U2,2CwMxEXxMiLRrKPLjQLmne,0.518,0.8029999999999999,8,-6.337000000000001,0,0.0318,0.00151,0.0246,0.612,0.633,133.46200000000002,257040,New Year's Day - U2
602,always,Bon Jovi,2RChe0r2cMoyOvuKobZy44,0.38299999999999995,0.659,4,-5.558,1,0.0312,0.11699999999999999,0.0,0.0778,0.327,140.795,353027,Always - Bon Jovi
603,onderuit,De Dijk,1t7ncjyHSvVZDgYXaqzhIA,0.677,0.574,7,-9.458,0,0.0268,0.102,0.113,0.0873,0.6509999999999999,118.214,313027,Onderuit - De Dijk
604,dansen aan zee,BLØF,6hC1xBNYMVK4acdnEXaZVD,0.348,0.431,7,-10.546,1,0.0333,0.16,0.0,0.0969,0.257,193.753,274867,Dansen Aan Zee - BLØF
605,ren lenny ren,Acda en de Munnik,2ooeXnyWU4oW29aba4paNe,0.506,0.873,7,-4.67,1,0.0454,0.0128,0.0,0.326,0.434,109.575,233440,Ren Lenny Ren - Acda en de Munnik
606,"leaving, on a jet plane - ""greatest hits"" version",John Denver,3D8dwH690MXQRhtIZTSS9c,0.406,0.188,7,-13.039000000000001,1,0.0324,0.852,0.0,0.105,0.629,120.757,245533,"Leaving, On a Jet Plane - ""Greatest Hits"" Version - John Denver"
607,sweet goodbyes,Krezip,4NH0G33zApUnRNsSK0CwuN,0.629,0.332,11,-9.207,1,0.0269,0.738,0.0,0.105,0.465,110.005,192853,Sweet Goodbyes - Krezip
608,bliss,Muse,09oOhscdjOI4JzxgP9t0x3,0.447,0.8,0,-9.482000000000001,0,0.047,0.000258,0.00206,0.113,0.251,127.956,251147,Bliss - Muse
609,samba pa ti,Santana,35fC3Wq3slX4OBfyvBVmHm,0.40700000000000003,0.358,9,-12.908,0,0.0343,0.8290000000000001,0.424,0.0827,0.267,92.292,284800,Samba Pa Ti - Santana
610,slippery people - live,Talking Heads,2WDvW3o8WeGN4v4cpsYVhT,0.637,0.851,9,-8.127,0,0.0437,0.21600000000000003,0.0365,0.68,0.84,110.89200000000001,240960,Slippery People - Live - Talking Heads
611,alone,Heart,54b8qPFqYqIndfdxiLApea,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026000000000000003,0.0959,0.168,175.088,218733,Alone - Heart
612,sometimes it snows in april,Prince,1Az0fhiWi0EVS4cZ3FF20X,0.494,0.0644,4,-23.939,1,0.0402,0.833,0.0,0.0969,0.0622,103.757,409000,Sometimes It Snows in April - Prince
613,geef mij je angst,Guus Meeuwis,1dHkLKpYhYiJ7tPThULrbK,0.36700000000000005,0.561,8,-11.075,1,0.05,0.752,2.44e-06,0.965,0.41700000000000004,80.83800000000001,224133,Geef Mij Je Angst - Guus Meeuwis
614,who'll stop the rain,Creedence Clearwater Revival,3Bh6uInhcVBVvLraGZdkKD,0.598,0.797,7,-6.792999999999999,1,0.0332,0.0424,0.000407,0.0717,0.622,123.566,147493,Who'll Stop The Rain - Creedence Clearwater Revival
615,dirty diana,Michael Jackson,6JZYMxvcoeLD4IifJPvDux,0.741,0.799,3,-4.56,1,0.062,0.239,0.000795,0.42100000000000004,0.348,131.38299999999998,280600,Dirty Diana - Michael Jackson
616,sweet home alabama,Lynyrd Skynyrd,7e89621JPkKaeDSTQ3avtg,0.596,0.605,7,-12.145,1,0.0255,0.18100000000000002,0.000331,0.0863,0.8859999999999999,97.79799999999999,283800,Sweet Home Alabama - Lynyrd Skynyrd
617,badlands,Bruce Springsteen,0M1YQiRGel1tTMjA3orfRd,0.609,0.777,4,-7.547999999999999,1,0.0487,0.0862,1.1599999999999999e-05,0.278,0.852,122.61200000000001,242453,Badlands - Bruce Springsteen
618,how deep is your love,Bee Gees,2JoZzpdeP2G6Csfdq5aLXP,0.633,0.35700000000000004,5,-9.366,0,0.0264,0.105,0.0,0.133,0.674,104.93799999999999,245200,How Deep Is Your Love - Bee Gees
619,cold heart - pnau remix,Elton John,6zSpb8dQRaw0M1dK8PBwQz,0.7959999999999999,0.7979999999999999,1,-6.312,1,0.0317,0.034,4.1899999999999995e-05,0.0952,0.9420000000000001,116.03200000000001,202735,Cold Heart - PNAU Remix - Elton John
620,would? (2022 remaster),Alice In Chains,5sFDReWLrZHLFZFjHsjUTS,0.305,0.833,6,-7.981,1,0.0398,0.000327,2.36e-05,0.091,0.586,100.675,206773,Would? (2022 Remaster) - Alice In Chains
621,down under,Men At Work,46RVKt5Edm1zl0rXhPJZxz,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.8909999999999999,107.23100000000001,220867,Down Under - Men At Work
622,suzanne,Leonard Cohen,2L93TdW2GMue1H2zlkt30F,0.409,0.172,6,-16.44,0,0.0389,0.922,0.00112,0.111,0.35200000000000004,132.151,229293,Suzanne - Leonard Cohen
623,feel,Robbie Williams,2Ms33RTRCT6gArrpcrPxmo,0.599,0.732,5,-6.843,1,0.026000000000000002,0.0145,0.00046699999999999997,0.14300000000000002,0.295,97.99700000000001,263867,Feel - Robbie Williams
624,like the way i do,Melissa Etheridge,3Fe3L3N5pGaa0BBT4eVypZ,0.596,0.835,2,-13.020999999999999,0,0.0418,0.0418,1.11e-05,0.059000000000000004,0.637,101.359,324333,Like The Way I Do - Melissa Etheridge
625,war,Kensington,6mEl7vK6usgdsNm4QFHeEd,0.6409999999999999,0.8059999999999999,8,-6.281000000000001,1,0.0323,0.079,0.00158,0.0708,0.721,125.98700000000001,176653,War - Kensington
626,friday i'm in love,The Cure,263aNAQCeFSWipk896byo6,0.526,0.762,0,-12.437000000000001,0,0.0342,0.0009720000000000001,0.00011599999999999999,0.33799999999999997,0.505,136.203,214400,Friday I'm in Love - The Cure
627,shape of my heart,Sting,6CKoWCWAqEVWVjpeoJXyNH,0.537,0.373,6,-10.081,0,0.0331,0.691,0.000915,0.083,0.244,83.936,279227,Shape Of My Heart - Sting
628,ironic,Alanis Morissette,29YBihzQOmat0U74k4ukdx,0.456,0.635,11,-5.731,1,0.0573,0.245,0.0,0.19399999999999998,0.293,170.65200000000002,228573,Ironic - Alanis Morissette
