,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,-1.4504047611226056,-1.3561138979412906,-1.4616010375305448,-0.8790608934576418,-1.3311907719317713,-0.30276211030347105,0.3088049394134258,-0.24200628284581016,0.41142680370135143,-1.241712142160835,0.8278081867869785,1.9609374965567519
1,-1.392070067737777,-1.4567672096144684,1.0493644650957012,-0.9067963205346034,0.7512071305518738,-0.6158387202816465,1.2203262776842183,-0.17970616086101793,-0.414942649968324,-1.003894871329395,-0.8726058861185976,0.619139469598395
2,-0.23833946523783667,-0.7945743696593528,-0.9036087036136012,-0.7269942415529216,0.7512071305518738,-0.6268024926155126,-0.8501410648222226,-0.23806060845343996,-0.845061177083278,0.3479085628703703,0.9452855431429414,2.550517828178267
3,-1.826339451824834,-0.9852859075664259,-1.4616010375305448,-0.5060672189743659,0.7512071305518738,-0.6182751141336168,1.5898619553615665,-0.24197736919945312,0.912667291992794,-0.39474887937517966,2.106579286664186,1.6709363980985976
4,-2.636543526614118,-1.2766507571466765,-0.6246125366551295,-0.4898085203430436,0.7512071305518738,-0.5439651016485246,-0.20033310538647656,-0.22635138039834954,-0.46913081086469605,-1.675624355607673,0.6210813767898279,1.0256055947045817
5,-1.8004129214315767,-1.6845615465590276,1.0493644650957012,-1.5447111433047191,-1.3311907719317713,-0.5427469047225395,1.5077429158777111,-0.2164472584417928,-0.4488102505285566,-1.3710513596305658,-1.3988986448212493,4.005598777231431
6,-1.6578170042686626,0.1377931489974498,-0.3456163696966577,0.23800734191791262,-1.3311907719317713,-0.5805110094280781,0.45251325851017205,-0.24200628284581016,1.068458254569864,-1.358534661165753,-1.590333831011424,1.7753094274443755
7,-0.886502725069264,-1.5521229785680049,-1.4616010375305448,-2.574109925276084,0.7512071305518738,-0.4562549229775961,1.823901217890554,-0.2376612486971272,-0.4217161700803705,-1.500390577100296,-0.8281804577125496,0.7237352462628985
8,-0.4457517083838929,-1.3984942396984181,-0.3456163696966577,-0.8255028273779916,-1.3311907719317713,-0.6365480680233936,-0.659378536101227,-0.24195516479700213,-0.6960437346182545,-1.4837016458138792,0.7729830047491723,2.5084663165073997
9,-1.8457843496197763,-2.5162757535426525,-0.06662020273818593,-1.4111347761179733,0.7512071305518738,-0.6060931448737656,2.969461818690333,-0.24193383898601503,-0.455583770640603,-1.1082006918695,-1.5162310568757233,-0.21753128058103616
